	T01	T02	T03	T04	T05	T06	T07	T08	T09	T10	T11	T12	T13	T14	T15	T16	T17	T18	T19	T20	T21	T22	T23	T24	T25	T26	T27	T28	T29	T30
ASV197	0	4	10	5	0	0	0	7	12	0	39	0	12	10	40	24	69	13	24	0	15	11	0	49	46	40	34	35	67	0
ASV198	0	0	0	0	0	0	0	0	0	0	26	60	0	0	0	40	196	0	0	23	42	164	0	0	0	14	0	0	0	0
ASV199	0	21	4	1	0	0	0	0	3	0	34	47	0	0	35	77	95	0	0	0	113	69	0	0	55	0	10	0	0	0
ASV200	17	5	16	6	63	38	0	11	0	44	0	0	0	19	12	0	23	0	11	57	91	0	25	7	0	42	64	10	0	0
ASV201	19	7	34	23	0	0	9	219	124	0	0	0	0	0	0	0	0	0	4	0	17	0	5	0	15	0	0	68	15	0
ASV202	0	0	0	0	0	0	0	436	0	0	0	0	28	58	0	0	0	12	0	0	0	0	0	0	0	0	24	0	0	0
ASV203	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	31	0	0	0	191	170	0	17	0	21	34	0	27	63
ASV204	0	0	0	0	0	0	0	550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV205	0	0	0	0	0	0	0	8	0	0	0	24	0	0	0	0	0	0	6	0	0	0	0	0	438	13	46	12	0	0
ASV206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	544	0	0	0	0	0	0	0	0	0	0
ASV207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	10	25	0	47	16	0	0	25	14	0	0	403	0
ASV208	0	0	62	35	0	5	0	84	44	0	15	33	1	0	10	15	34	10	24	99	3	28	2	0	0	0	3	12	15	0
ASV209	0	3	5	17	0	0	4	12	28	0	0	0	16	8	35	33	0	14	22	0	59	171	4	16	11	32	43	0	0	0
ASV210	0	0	0	0	0	0	0	0	0	0	38	49	9	4	0	0	0	9	15	0	33	60	0	0	206	0	108	0	0	0
ASV211	5	0	22	10	13	21	0	47	24	0	12	0	16	12	33	0	0	4	26	5	67	26	8	39	45	30	0	37	26	0
ASV212	0	0	20	130	0	0	0	74	53	0	5	20	0	2	0	0	37	0	3	12	0	0	0	63	0	0	0	54	47	0
ASV213	0	0	0	0	0	10	0	0	0	0	0	14	3	8	0	1	0	0	23	0	136	72	0	11	88	67	60	11	0	15
ASV214	24	4	0	0	0	7	3	9	0	0	19	38	11	5	11	19	69	4	16	0	84	8	8	0	24	44	89	8	13	0
ASV215	10	0	0	0	0	0	0	0	0	0	27	135	0	0	28	55	90	0	0	0	57	77	0	0	0	4	34	0	0	0
ASV216	7	0	8	0	0	0	0	0	3	0	0	14	10	0	4	3	0	2	7	0	89	107	0	5	96	90	60	0	11	0
ASV217	0	0	0	0	0	0	0	0	0	0	39	87	0	8	32	25	124	0	0	0	69	32	0	0	0	76	6	0	16	0
ASV218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	497	0	6	0
ASV219	0	0	3	14	0	0	0	0	14	0	14	0	19	0	40	0	0	7	12	0	137	123	0	13	13	30	52	22	0	0
ASV220	0	0	5	5	0	0	0	3	3	0	81	50	3	0	16	29	125	6	0	9	66	66	0	0	0	30	13	0	0	0
ASV221	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	91	0	403	0	0	0
ASV222	0	0	0	0	0	0	0	2	2	0	10	46	0	0	15	46	75	0	0	27	93	112	0	0	30	31	10	0	0	0
ASV223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	499	0	0
ASV224	12	0	0	0	0	0	0	3	0	0	17	25	0	0	4	0	40	2	7	2	68	72	0	0	78	72	55	40	0	0
ASV225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	174	37	0	0	49	51	21	0	2	163
ASV226	0	0	0	0	24	0	0	0	2	18	30	49	0	0	10	32	40	4	16	0	125	18	0	5	54	42	0	21	5	0
ASV227	0	5	0	0	0	10	0	0	0	8	36	69	0	0	43	44	150	0	9	120	0	0	0	0	0	0	0	0	0	0
ASV228	0	0	0	0	0	0	0	0	0	0	0	0	493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV229	0	3	5	0	0	0	263	0	5	0	0	0	0	0	5	4	37	10	26	0	49	13	0	41	0	8	23	0	0	0
ASV230	0	0	10	0	148	0	0	0	0	0	19	0	0	0	7	6	2	0	0	0	97	80	0	0	12	49	31	21	9	0
ASV231	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	478	0	0	0	8	0	0	0	0	0	0	0	0
ASV232	0	0	0	0	0	0	0	0	0	0	0	0	63	137	0	0	2	25	258	0	0	0	1	0	0	0	0	4	0	0
ASV233	8	0	0	12	0	0	26	2	9	0	6	0	0	19	0	5	0	35	8	0	120	100	0	0	42	63	17	0	14	0
ASV234	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	33	0	404	0	0	0
ASV235	0	0	0	0	0	0	6	15	1	0	0	3	0	29	7	0	0	261	141	0	0	0	0	0	0	0	0	0	0	0
ASV236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	463	0	0	0	0	0	0	0	0	0	0	0
ASV237	0	0	0	0	0	0	0	308	0	0	7	0	0	0	0	12	0	0	10	12	43	70	0	0	0	0	0	0	0	0
ASV238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	461	0	0	0	0
ASV239	0	0	0	3	0	0	0	7	3	0	25	42	2	2	40	36	74	0	0	0	94	32	2	3	20	38	16	0	5	15
ASV240	0	0	0	0	0	457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV241	0	0	0	0	0	0	0	0	0	0	0	0	31	92	0	0	0	42	290	0	0	0	0	0	0	0	0	0	0	0
ASV242	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	0	0	226	121	0	0	0	0
ASV243	0	0	0	0	0	0	0	0	0	0	0	0	452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV244	43	59	0	0	102	66	19	0	0	0	6	18	0	7	11	16	23	1	0	0	0	30	0	10	12	9	8	0	11	0
ASV245	6	0	6	0	19	15	4	17	11	0	13	0	18	10	0	16	0	18	24	0	64	47	4	36	43	19	12	17	31	0
ASV246	5	0	4	0	0	0	0	83	227	0	0	0	7	34	0	0	0	6	80	0	0	0	0	0	0	0	0	0	0	0
ASV247	0	0	0	1	0	0	0	0	0	0	0	11	0	0	21	8	0	0	0	0	133	83	0	0	52	60	40	16	0	21
ASV248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	205	0	0	241	0	0	0	0	0
ASV249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	185	0	0	0	103	100	0
ASV250	0	0	113	59	0	0	0	165	81	0	5	13	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV251	0	0	0	220	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	38	0	0	64	66	46	0	0	0
ASV252	0	0	25	9	0	6	12	32	6	0	6	0	12	0	0	0	54	34	21	0	0	31	0	22	6	9	106	26	18	0
ASV253	0	0	0	0	0	0	432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV254	24	18	0	0	8	40	10	0	0	0	4	9	0	4	0	21	56	10	2	15	0	8	63	19	0	22	35	62	0	0
ASV255	0	14	0	0	0	0	0	0	0	14	26	104	0	9	44	47	91	0	8	73	0	0	0	0	0	0	0	0	0	0
ASV256	0	0	0	0	0	0	0	0	0	0	6	6	28	7	0	8	21	19	15	0	6	5	53	102	0	4	0	81	69	0
ASV257	0	0	0	0	0	0	0	0	3	0	24	33	0	0	12	15	0	4	0	0	132	92	0	0	27	65	22	0	0	0
ASV258	10	4	40	13	40	86	0	0	0	0	31	7	2	4	0	5	45	0	0	7	97	25	0	0	0	0	0	12	0	0
ASV259	0	0	7	0	0	0	0	36	3	0	0	0	0	0	0	0	0	0	0	0	0	0	70	81	0	0	0	213	17	0
ASV260	0	0	9	0	0	0	0	0	0	0	60	94	0	2	68	47	125	0	0	4	4	8	0	0	0	0	0	0	0	0
ASV261	0	0	0	0	0	0	0	0	0	0	21	88	0	0	36	29	21	0	0	0	94	51	0	0	58	0	22	0	0	0
ASV262	5	0	0	8	0	0	0	9	0	0	3	7	0	6	0	0	0	27	13	7	17	38	11	21	26	0	11	172	37	0
ASV263	0	8	0	0	0	24	0	10	0	0	0	0	16	0	0	0	0	6	8	0	15	0	38	136	0	0	0	146	11	0
ASV264	0	0	0	7	0	0	0	224	0	0	0	0	68	0	0	0	0	0	0	0	0	0	88	0	0	0	0	16	9	0
ASV265	0	0	0	0	0	0	0	0	0	0	12	55	0	0	28	18	77	11	0	0	113	40	0	0	27	0	21	0	8	0
ASV266	3	3	14	0	0	0	25	6	3	0	0	0	5	10	0	21	0	5	7	0	60	11	12	49	20	33	0	61	59	0
ASV267	0	0	0	0	0	24	28	0	0	0	14	2	2	0	11	24	23	0	6	0	41	61	0	0	34	29	69	0	39	0
ASV268	0	0	0	0	0	0	0	406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV269	1	0	0	8	0	0	0	77	0	0	0	0	146	0	6	22	0	5	3	0	37	0	0	0	25	0	20	0	54	0
ASV270	0	0	26	10	0	0	0	79	18	0	4	8	0	0	10	17	0	15	10	8	85	10	0	0	34	22	26	21	0	0
ASV271	37	23	8	3	57	80	60	10	4	0	26	24	0	0	12	26	32	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV272	4	0	0	0	2	12	0	0	0	0	0	50	2	0	5	10	194	0	0	0	0	29	0	0	0	58	22	0	14	0
ASV273	0	9	0	0	40	0	0	41	10	0	8	51	12	0	0	7	0	10	10	90	83	0	0	0	10	21	0	0	0	0
ASV274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	401	0	0	0	0	0	0	0	0	0	0	0	0
ASV275	0	0	0	0	0	0	0	0	0	0	10	3	0	0	0	0	0	0	0	0	128	87	0	5	40	83	42	0	0	0
ASV276	0	0	8	0	0	0	0	189	60	0	14	0	5	16	11	0	45	0	43	5	0	0	0	0	0	0	0	0	0	0
ASV277	0	0	0	0	0	0	0	0	0	0	4	6	0	0	5	30	116	0	0	0	85	34	0	5	45	37	18	0	7	0
ASV278	0	0	9	5	0	0	0	36	11	0	2	0	21	0	0	0	0	3	1	14	113	138	0	0	0	20	15	0	3	0
ASV279	0	0	0	0	27	0	0	0	0	0	25	20	0	0	34	28	78	0	0	0	33	37	0	0	73	22	14	0	0	0
ASV280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118	51	0	0	59	88	75	0	0	0
ASV281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	391	0	0	0	0
ASV282	6	3	4	5	0	0	0	35	16	0	5	10	14	0	7	0	8	0	0	0	50	24	0	0	69	90	44	0	0	0
ASV283	0	0	0	2	0	0	0	0	1	0	0	0	24	88	0	0	0	53	214	0	0	0	0	7	0	0	0	0	0	0
ASV284	6	0	0	17	0	0	0	42	18	0	0	0	0	0	0	0	109	51	47	0	20	11	0	0	9	0	0	31	23	0
ASV285	0	0	0	5	0	0	0	10	10	0	4	5	13	0	21	0	0	6	22	4	54	100	0	19	13	13	30	28	27	0
ASV286	13	10	9	3	0	0	0	5	8	0	0	1	4	0	0	0	0	0	0	0	81	41	6	0	53	39	90	0	19	0
ASV287	0	0	89	27	0	0	0	121	59	0	16	0	9	0	8	0	0	0	8	13	9	0	0	0	0	23	0	0	0	0
ASV288	27	0	8	5	27	0	25	6	2	0	0	0	0	16	0	0	0	2	33	0	8	55	0	6	54	64	25	18	0	0
ASV289	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92	0	0	87	177	0	0	0	0
ASV290	0	0	60	15	0	0	0	95	31	0	0	0	0	0	0	0	0	0	0	0	69	74	0	20	15	0	0	0	0	0
ASV291	0	0	0	0	0	0	0	0	0	0	28	38	0	0	77	74	104	0	2	7	9	34	0	0	0	0	3	0	0	0
ASV292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	376	0	0	0	0	0
ASV293	9	0	8	0	0	0	0	8	9	0	0	0	22	19	5	10	0	72	15	0	46	55	15	0	36	17	29	0	0	0
ASV294	0	0	19	6	3	8	0	20	27	0	2	13	0	8	1	6	5	4	0	0	23	29	0	0	75	65	46	0	12	0
ASV295	0	0	0	30	0	0	0	0	0	0	22	11	11	13	11	0	0	5	32	0	39	47	0	11	31	52	38	16	0	0
ASV296	20	0	0	0	0	0	0	0	0	0	21	63	0	0	62	61	34	8	0	0	18	18	0	0	0	34	26	0	0	0
ASV297	0	0	0	9	0	0	0	0	0	0	0	0	0	3	0	0	0	9	0	0	13	218	0	0	93	7	12	0	0	0
ASV298	0	59	0	0	0	0	0	5	6	0	0	0	0	0	0	4	0	21	62	0	41	49	0	0	0	34	82	0	0	0
ASV299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	24	57	38	8	0	21	92	49	42
ASV300	0	13	0	9	15	23	0	2	0	0	14	0	0	20	9	0	0	5	6	0	9	8	0	0	0	14	30	166	18	0
ASV301	9	10	0	3	21	9	5	0	0	0	22	43	1	0	0	25	0	2	23	0	21	20	0	9	76	27	26	8	0	0
ASV302	0	0	0	6	0	0	0	0	0	0	0	0	0	0	8	0	0	3	17	0	0	28	0	0	36	228	34	0	0	0
ASV303	0	8	0	0	35	0	0	0	0	0	8	14	0	1	8	0	23	7	9	37	33	20	23	34	44	34	0	20	0	0
ASV304	10	27	3	1	68	61	70	3	3	9	8	28	0	0	9	18	34	0	0	2	0	0	0	0	0	0	0	0	0	0
ASV305	0	0	0	0	0	0	2	1	2	0	4	0	1	1	2	0	8	7	4	5	3	5	23	35	5	2	2	204	37	1
ASV306	16	10	0	0	13	8	0	0	0	0	46	22	0	7	8	0	45	0	0	9	50	60	0	0	9	42	6	0	0	0
ASV307	20	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	82	123	0	0	15	59	18	0	0	0
ASV308	0	0	4	0	0	0	0	2	0	0	8	6	0	0	0	12	73	0	0	0	44	57	0	0	18	68	57	0	0	0
ASV309	13	0	0	3	93	0	0	0	0	0	0	0	6	6	0	0	0	0	0	0	25	43	0	0	0	19	131	0	9	0
ASV310	0	15	0	8	25	0	0	8	2	95	13	9	0	21	9	22	0	0	0	14	34	0	0	6	16	0	19	0	15	16
ASV311	0	0	0	0	0	0	0	0	0	0	7	21	0	0	0	0	0	0	0	0	81	75	0	0	45	40	77	0	0	0
ASV312	22	20	0	0	0	0	0	0	0	0	17	0	0	0	9	0	11	0	0	0	0	88	0	0	0	169	8	0	0	0
ASV313	7	10	0	0	32	0	9	19	0	0	11	7	0	0	0	8	0	10	20	0	115	39	0	0	11	0	45	0	0	0
ASV314	0	12	0	0	0	0	0	12	0	0	28	45	0	0	17	134	26	4	0	0	44	12	0	0	5	0	4	0	0	0
ASV315	0	0	0	0	0	0	0	0	0	0	1	3	27	62	0	0	0	25	52	0	59	45	9	3	19	14	15	7	1	0
ASV316	0	0	0	0	0	0	0	0	0	0	0	14	2	0	8	0	25	0	0	0	21	22	0	0	225	14	9	0	0	0
ASV317	0	0	0	0	0	0	0	0	0	0	12	11	0	0	25	7	34	0	0	7	85	91	0	0	28	17	22	0	0	0
ASV318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	339	0	0	0	0	0
ASV319	8	0	17	0	30	19	14	16	0	0	6	0	0	7	27	23	75	0	14	0	19	14	0	10	0	0	0	0	8	31
ASV320	0	0	17	4	0	0	0	0	4	0	0	11	8	6	4	0	1	36	110	7	8	6	12	5	52	36	4	7	0	0
ASV321	0	0	12	0	0	0	0	15	11	0	0	0	8	6	0	9	0	3	46	0	9	44	3	12	24	63	13	35	25	0
ASV322	0	0	0	0	0	0	0	20	0	0	0	0	0	0	18	0	14	0	24	0	28	78	0	0	18	138	0	0	0	0
ASV323	0	0	42	35	0	0	0	45	30	0	15	2	12	0	19	3	43	24	8	17	19	11	0	0	0	0	11	0	0	0
ASV324	0	0	0	0	0	0	0	1	0	0	6	22	46	55	0	2	29	9	27	0	52	24	8	0	25	15	9	4	0	0
ASV325	0	0	32	11	0	0	0	162	25	0	0	0	0	0	0	0	0	16	7	0	0	0	0	0	0	0	0	48	32	0
ASV326	0	0	0	0	0	0	0	18	0	0	0	0	298	0	0	0	0	0	0	0	0	13	0	3	0	0	0	0	0	0
ASV327	0	0	0	1	0	0	0	18	14	0	14	0	0	4	0	0	0	57	6	0	53	39	0	0	0	7	62	12	0	44
ASV328	0	27	0	0	20	36	0	0	0	0	17	22	0	0	0	27	0	0	1	0	40	37	0	0	16	61	25	0	0	0
ASV329	0	0	11	9	0	0	8	15	11	0	4	0	8	0	0	0	0	3	0	0	109	115	0	0	6	9	21	0	0	0
ASV330	0	0	9	0	13	0	0	14	8	0	19	17	0	0	0	6	0	0	0	0	27	29	0	0	61	81	39	1	0	0
ASV331	0	0	0	25	0	0	0	0	0	0	5	0	22	0	0	0	0	3	6	0	38	165	0	0	36	0	11	0	12	0
ASV332	18	15	34	0	17	0	16	0	2	0	3	31	0	0	0	0	46	4	0	0	39	43	0	0	15	27	12	0	0	0
ASV333	0	0	53	81	0	0	0	132	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV334	0	0	6	1	0	0	0	279	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV335	0	0	9	4	38	23	0	0	13	0	0	2	12	0	11	0	0	0	55	0	97	9	0	9	12	20	0	0	0	0
ASV336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	314	0	0	0	0	0	0	0	0
ASV337	0	0	41	0	0	0	0	0	11	0	1	34	0	0	10	13	28	1	90	38	2	0	9	13	0	0	0	22	0	0
ASV338	0	0	0	0	0	0	0	0	0	0	0	0	26	2	0	13	0	6	0	0	17	0	0	0	215	0	31	0	0	0
ASV339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	0	0	32	0	162	0	0	0
ASV340	0	10	0	0	0	0	11	1	1	0	10	29	0	0	9	2	15	1	5	0	93	23	0	0	39	34	9	7	9	0
ASV341	0	0	0	13	0	0	0	13	28	0	0	0	0	18	0	0	0	132	18	0	46	0	0	0	0	23	16	0	0	0
ASV342	0	0	0	0	0	0	32	0	0	0	5	0	0	0	0	0	0	0	211	0	30	0	0	12	17	0	0	0	0	0
ASV343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	307	0	0	0	0
ASV344	14	16	0	0	0	8	0	0	0	0	8	12	0	0	0	23	28	0	0	0	69	91	0	0	11	0	25	0	0	0
ASV345	0	0	0	0	0	28	0	0	0	0	0	10	22	11	0	0	34	13	35	22	0	43	0	5	0	64	0	0	18	0
ASV346	0	0	0	0	0	0	0	0	0	0	32	20	0	0	0	20	52	0	0	12	61	54	0	0	42	11	1	0	0	0
ASV347	0	0	0	0	0	0	0	0	0	0	0	0	5	29	0	0	0	10	10	0	0	0	33	51	0	0	0	65	99	0
ASV348	41	31	0	3	36	50	54	0	3	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV349	0	0	0	0	0	0	0	0	0	0	0	0	14	49	0	0	0	7	231	0	0	0	0	0	0	0	0	0	0	0
ASV350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	283	0	0	0	0	0	15	2	0	0	0	0	0	0	0	0
ASV351	7	12	29	0	0	0	0	4	2	19	0	0	0	0	4	0	63	0	18	14	10	0	12	8	0	15	12	0	25	45
ASV352	0	0	20	5	0	0	0	48	13	0	8	0	0	0	7	0	0	5	10	0	0	131	0	8	0	18	0	12	14	0
ASV353	0	0	0	0	20	15	9	0	0	0	2	13	45	13	27	0	21	8	12	0	43	15	23	5	0	5	0	23	0	0
ASV354	0	0	0	0	12	0	0	8	0	0	31	80	1	0	12	28	39	7	12	0	11	25	0	3	0	30	0	0	0	0
ASV355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	52	34	15	20	37	22	34	21	44
ASV356	0	0	6	0	11	27	0	0	8	0	0	19	7	10	3	14	0	4	0	0	10	10	0	0	66	77	24	0	0	0
ASV357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	92	0	0	83	30	16	0	0	0
ASV358	0	0	0	0	0	23	0	0	0	0	0	0	17	1	0	66	0	12	37	0	27	0	42	0	42	28	0	0	0	0
ASV359	8	0	0	1	0	12	18	6	15	0	0	0	0	2	0	0	0	10	13	14	0	0	0	6	0	189	0	0	0	0
ASV360	23	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	72	12	0	168	0	0	11	0	0	0
ASV361	0	6	0	0	17	0	0	0	8	0	5	0	6	0	42	8	37	6	46	30	10	0	0	16	0	0	0	21	34	0
ASV362	0	0	0	0	0	0	0	0	0	0	56	65	0	0	34	49	43	0	1	0	18	13	0	0	13	0	0	0	0	0
ASV363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	291	0	0	0
ASV364	28	10	4	0	25	0	0	0	0	0	0	7	9	20	12	0	0	3	7	0	50	10	6	15	0	0	50	0	34	0
ASV365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	290	0	0	0	0	0	0	0	0	0	0	0	0
ASV366	6	0	0	5	30	24	0	0	0	0	0	20	0	0	8	14	25	0	16	3	35	32	0	13	22	13	23	0	0	0
ASV367	0	0	0	0	0	0	0	0	3	0	0	0	0	0	20	0	0	0	0	0	33	7	0	0	34	107	85	0	0	0
ASV368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	10	0	0	39	0	0	235	0	0	0	0	0
ASV369	0	0	0	5	0	0	0	12	0	0	0	0	271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV370	3	0	0	0	0	0	0	26	0	0	0	0	0	2	0	0	0	2	24	0	54	16	0	0	0	67	82	11	0	0
ASV371	0	17	0	32	0	0	0	0	0	0	9	0	0	18	0	0	0	0	0	0	32	15	13	0	35	12	33	70	0	0
ASV372	0	2	6	3	0	0	0	0	1	0	0	9	0	9	0	0	0	0	0	0	21	90	0	0	60	9	56	11	9	0
ASV373	0	0	92	31	0	0	0	102	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV374	4	15	18	12	8	0	0	0	11	0	0	6	10	0	0	5	40	13	19	0	7	21	0	16	9	37	0	16	17	0
ASV375	0	0	0	12	0	0	0	7	0	0	46	0	12	10	0	8	0	7	15	0	8	23	0	15	28	16	61	16	0	0
ASV376	0	3	0	0	0	0	0	0	0	0	21	24	9	6	0	5	0	0	0	0	40	107	8	20	12	12	12	0	4	0
ASV377	0	0	0	0	0	0	0	14	9	0	34	21	0	1	75	39	0	0	0	0	0	29	0	0	0	17	43	0	0	0
ASV378	0	0	0	0	0	0	0	0	0	0	9	0	0	0	16	11	0	0	0	0	125	40	0	0	28	29	13	0	11	0
ASV379	10	0	0	4	0	0	0	0	0	0	0	0	47	0	0	26	0	0	70	0	0	11	13	0	0	15	71	14	0	0
ASV380	0	0	0	0	0	0	10	6	0	0	0	0	22	0	0	0	0	8	16	0	28	60	0	47	53	15	0	0	16	0
ASV381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	281	0	0	0	0	0	0	0	0	0	0
ASV382	23	22	0	0	0	53	42	0	0	0	0	0	0	0	0	0	17	0	0	0	39	26	0	0	29	16	13	0	0	0
ASV383	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	34	64	0	0	52	67	54	0	0	0
ASV384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	54	36	0	5	55	67	56	0	0	0
ASV385	4	0	0	0	0	19	0	19	0	0	0	0	13	0	0	0	0	0	0	0	22	80	0	0	94	26	0	0	0	0
ASV386	0	0	0	0	0	0	0	5	4	0	0	0	3	2	11	0	26	0	0	0	50	75	0	4	51	36	9	0	0	0
ASV387	20	0	0	0	0	6	4	0	10	0	23	18	0	6	0	3	34	0	2	0	62	32	11	0	10	11	0	18	5	0
ASV388	0	10	0	0	0	0	0	0	0	0	7	24	6	0	14	1	78	0	0	0	54	34	0	0	0	40	7	0	0	0
ASV389	0	0	0	0	0	0	0	7	0	0	0	0	5	5	4	0	0	0	0	0	172	10	0	0	21	9	27	14	0	0
ASV390	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	29	0	26	0	18	27	7	59	37
ASV391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	41	0	0	82	14	70	0	0	0
ASV392	17	0	24	0	0	44	36	0	0	0	0	0	0	0	0	0	29	9	0	0	26	30	18	0	0	38	0	0	0	0
ASV393	0	0	35	46	0	0	0	43	58	0	0	3	0	0	13	0	0	9	0	15	0	0	9	18	0	11	11	0	0	0
ASV394	0	0	7	7	0	0	0	24	18	0	0	0	1	0	0	18	6	3	16	33	41	0	0	17	27	31	0	13	9	0
ASV395	0	0	0	0	0	0	0	0	0	0	0	6	13	21	9	0	31	2	21	0	13	16	23	24	13	9	11	38	20	0
ASV396	0	0	0	0	0	0	0	0	0	0	0	0	270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV397	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	3	0	34	47	5	0	48	34	32	0	1	0
ASV398	8	0	27	4	0	0	9	8	14	0	7	8	0	0	0	0	0	20	18	16	10	0	13	0	19	61	25	0	0	0
ASV399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	267	0	0	0	0	0	0
ASV400	0	6	33	0	0	14	9	0	0	58	0	0	0	0	0	3	0	7	70	0	7	31	13	10	1	0	0	0	4	0
ASV401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	136	0	0	0	36	30	0	14	0
ASV402	0	0	0	0	0	0	0	6	0	0	7	0	0	0	0	12	90	0	0	28	57	22	0	0	19	0	20	0	0	0
ASV403	7	4	0	0	0	0	0	0	0	0	0	16	0	2	21	4	0	0	0	0	16	7	0	15	26	62	80	0	0	0
ASV404	0	0	5	0	0	0	0	0	0	0	0	0	2	4	0	0	0	13	0	0	0	222	0	14	0	0	0	0	0	0
ASV405	0	0	0	0	18	0	0	0	0	0	5	0	0	0	5	0	28	0	6	0	14	0	0	0	107	0	77	0	0	0
ASV406	0	0	0	0	13	0	0	0	0	0	0	16	0	0	0	8	0	0	8	0	84	0	0	15	14	59	18	3	22	0
ASV407	0	0	0	0	0	0	0	0	0	0	0	0	80	74	0	0	0	35	51	0	0	0	0	10	0	0	0	0	8	0
ASV408	0	0	8	0	0	0	0	17	3	0	8	0	7	8	10	4	25	4	29	23	5	16	0	13	37	17	16	4	3	0
ASV409	0	0	0	0	0	26	0	0	0	0	48	15	0	0	59	9	44	0	0	31	4	21	0	0	0	0	0	0	0	0
