	T01	T02	T03	T04	T05	T06	T07	T08	T09	T10	T11	T12	T13	T14	T15	T16	T17	T18	T19	T20	T21	T22	T23	T24	T25	T26	T27	T28	T29	T30
ASV1040	0	0	0	0	0	0	0	0	0	0	0	204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1041	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	7	0	0	0	122	0	0	0	0	0	0	0	0
ASV1042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	70	0	0	0	0	0	118	0	0	0
ASV1043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	44	0	0	0	158	0
ASV1044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	87	0	0	67	0	0	0	0	0
ASV1045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	174	0	0	0
ASV1046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	204
ASV1047	0	0	0	0	0	0	0	0	0	0	0	0	203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1048	0	0	0	0	0	118	0	0	0	0	0	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	185	0
ASV1050	0	201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1051	0	0	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	131	0	0	0	0	0
ASV1052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201	0
ASV1053	0	0	0	0	0	0	105	0	0	0	0	76	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1054	0	0	0	0	0	0	0	0	0	0	11	0	0	0	135	0	1	0	0	0	53	0	0	0	0	0	0	0	0	0
ASV1055	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	158	0	0	0	0	0
ASV1056	0	0	0	0	0	0	0	0	0	0	0	0	0	91	0	0	0	0	0	0	0	109	0	0	0	0	0	0	0	0
ASV1057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	41	0	26	0	0	4	113	0	0	0	0	0
ASV1059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	68	112	0
ASV1060	0	0	0	0	111	0	0	0	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1061	0	0	0	0	0	0	0	0	199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	199	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1063	0	0	0	0	0	0	0	0	0	198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1064	0	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0	0	0	3	0	0	0	93	0	0	0	0	0
ASV1065	0	0	0	0	0	0	0	0	0	0	0	181	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0
ASV1066	0	0	0	0	0	0	0	0	0	0	0	21	20	0	114	0	0	0	9	0	0	0	0	34	0	0	0	0	0	0
ASV1067	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	5	57	0	0	0	0	108	20	0	0
ASV1068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0	0	0	0	0	0	0	0	19	0	0	0	36	0
ASV1069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	198	0	0	0	0	0
ASV1070	0	197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1071	0	0	0	0	0	197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	77	0	0	0	80	0	0	0	0
ASV1073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	75	0	0	0	95	0	0	0	0
ASV1074	0	101	0	0	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1075	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	42	0	50
ASV1076	0	0	0	0	0	0	0	0	0	0	50	9	0	0	0	38	0	0	18	0	0	20	0	0	0	38	23	0	0	0
ASV1077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	196	0	0	0
ASV1078	135	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0
ASV1079	195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1080	24	27	0	0	33	39	59	9	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1081	0	188	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1082	0	0	0	0	0	0	195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1083	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	164	0
ASV1084	0	0	0	0	0	0	0	0	0	0	0	30	10	0	77	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1085	0	0	0	0	0	0	0	0	0	0	0	3	13	0	0	119	0	0	60	0	0	0	0	0	0	0	0	0	0	0
ASV1086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	195	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	195	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	184	0	0	0	0
ASV1089	0	0	58	30	0	0	0	56	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1090	193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1091	0	0	193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1092	0	0	145	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1093	0	0	0	0	0	0	0	0	0	193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	193	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1095	0	0	0	0	0	0	0	66	81	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1096	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	172	0	0	0	0
ASV1097	0	0	0	0	0	0	0	0	0	0	0	151	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0
ASV1098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1099	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	24	0	6	0	98	49	0	0	0
ASV1100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	0	0	0
ASV1101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	0	0
ASV1102	0	0	0	191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1103	0	0	0	0	0	191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1104	0	0	0	0	0	0	0	0	0	0	0	0	0	191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	187	4	0	0	0	0	0	0	0	0	0	0	0	0
ASV1106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	191	0	0	0	0	0	0	0	0	0	0
ASV1107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	174	0	0	17	0	0	0	0	0	0	0
ASV1108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	191	0	0	0
ASV1109	190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1110	0	0	190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1111	0	0	190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1112	0	0	0	0	0	0	190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1113	0	0	0	0	0	0	0	0	124	0	0	0	0	0	0	0	0	0	0	18	48	0	0	0	0	0	0	0	0	0
ASV1114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	190	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	190	0	0
ASV1116	0	189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1117	0	0	189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1118	0	0	0	0	189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1119	0	0	0	0	0	0	0	0	0	0	0	0	154	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0
ASV1120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	189	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1121	0	0	188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1122	0	0	0	0	0	0	0	0	0	0	0	188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1123	0	187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1124	0	187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1125	0	0	0	0	0	0	0	0	187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1126	0	0	0	0	0	0	0	0	0	0	31	0	0	0	142	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0
ASV1127	0	0	0	0	0	0	0	0	0	0	0	0	7	30	0	0	0	8	12	0	0	0	0	0	0	130	0	0	0	0
ASV1128	0	0	0	0	0	0	0	0	0	0	0	0	0	187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	187	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	187	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	187	0	0	0	0	0	0	0	0	0	0
ASV1133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	187	0	0	0
ASV1134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	187	0
ASV1135	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0	40	0	0	0	0	55	0	0
ASV1136	0	0	0	0	186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1137	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	123	0	4	0	0	6	0	0	0	0	0	0	0	0	0
ASV1138	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134	0	0	0
ASV1139	0	0	0	0	0	0	0	0	0	0	0	0	88	0	0	0	0	83	15	0	0	0	0	0	0	0	0	0	0	0
ASV1140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	186	0	0	0	0
ASV1141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	151	0	0	0
ASV1142	0	184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1143	0	0	184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1144	0	0	0	5	0	0	0	0	0	91	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0
ASV1145	0	0	0	0	184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1146	0	0	0	0	0	184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1147	0	0	0	0	0	0	0	92	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1148	0	0	0	0	0	0	0	0	26	0	38	0	0	0	0	0	0	0	0	0	19	86	0	15	0	0	0	0	0	0
ASV1149	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	124	0	13	0	0	0	0	0	0	0	0	0	0	0	0
ASV1150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	184	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	184	0	0	0	0	0	0	0	0	0	0	0
ASV1152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	122	0	0	0	0
ASV1153	44	35	0	12	13	21	28	0	0	0	24	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1154	0	0	67	0	0	0	0	0	0	0	55	0	0	0	0	0	36	0	11	0	0	14	0	0	0	0	0	0	0	0
ASV1155	0	0	0	78	0	0	0	0	0	0	0	0	0	0	0	93	0	7	5	0	0	0	0	0	0	0	0	0	0	0
ASV1156	0	0	0	0	183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	183	0	0	0	0	0	0	0	0	0	0	0
ASV1158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	2	121	0	0	0	0	0
ASV1159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	183	0	0
ASV1160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	183	0
ASV1161	0	0	182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1162	0	0	0	0	0	0	0	0	0	0	7	21	12	20	37	58	10	3	14	0	0	0	0	0	0	0	0	0	0	0
ASV1163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	182	0	0
ASV1164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	182	0
ASV1165	0	0	0	0	0	78	0	0	0	0	99	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
ASV1166	0	0	0	0	0	0	0	0	181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	181	0	0	0	0	0	0	0	0	0	0	0	0
ASV1168	0	69	0	0	21	40	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1169	0	0	0	0	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1171	0	0	37	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	134	0	0	0	0
ASV1172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	179	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	179	0	0	0
ASV1175	0	0	0	0	0	0	0	0	0	0	10	7	0	0	17	0	0	2	0	4	3	0	0	0	76	29	30	0	0	0
ASV1176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83	0	4	23	32	0	0	0	0	0	0	0	36	0
ASV1177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123	0	31	24	0	0	0	0	0	0	0	0
ASV1178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	17	0	0	54	11	85	0	0	0
ASV1179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	178	0	0	0	0
ASV1180	0	0	0	177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1181	0	0	0	0	0	0	0	177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1182	0	0	0	0	0	0	0	0	0	0	0	0	45	11	0	0	0	20	101	0	0	0	0	0	0	0	0	0	0	0
ASV1183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	177	0	0	0	0	0	0	0	0	0	0
ASV1184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	5	0	0	63	96	0	0	0	0
ASV1185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	177	0
ASV1186	0	0	0	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	0
ASV1187	0	0	0	0	0	0	0	0	176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1188	0	0	0	0	0	0	0	0	0	0	0	176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	176	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	129	0	0	0	0
ASV1191	0	0	136	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1192	0	0	0	0	0	0	0	0	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	59	0
ASV1193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	175	0	0	0	0	0	0	0	0
ASV1195	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	23	0	0	0	29	0	0	44	0	0
ASV1196	0	0	0	0	174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1197	0	0	0	0	0	0	0	0	0	0	0	174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1198	0	0	0	0	0	0	0	0	0	0	0	148	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0
ASV1199	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	36	0	0	0	0	17	77	0	0	0	0	0	0	0	0
ASV1200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	174	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	174	0	0
ASV1202	0	0	0	0	0	54	0	0	0	0	0	0	0	0	101	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1203	0	0	0	0	0	0	0	0	0	0	0	77	0	0	0	0	0	0	0	0	4	0	0	0	0	92	0	0	0	0
ASV1204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	80	0	0	0	86	0	0	0	0
ASV1205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	173	0	0	0	0
ASV1206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	173	0	0	0
ASV1207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	173	0	0
ASV1208	43	17	4	0	21	16	39	4	2	0	0	10	0	0	0	10	6	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1209	0	0	0	0	172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1210	0	0	0	0	0	172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1211	0	0	0	0	0	0	0	0	0	0	91	0	0	0	0	0	0	4	0	0	0	0	0	0	0	77	0	0	0	0
ASV1212	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	140	0
ASV1213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	36	0	0	0	40	0	78	0	0
ASV1215	0	0	0	0	0	0	0	0	0	0	171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1216	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	38	13	0	0	7	0	0	0	0	91	0	0	0	0
ASV1217	0	0	0	0	0	0	0	0	0	0	0	16	0	0	29	18	14	0	0	0	0	12	0	0	14	52	16	0	0	0
ASV1218	0	0	0	0	0	0	0	0	0	0	0	0	0	171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	171	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	171	0	0	0	0
ASV1222	170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1223	0	0	0	0	0	0	0	170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	170	0	0	0	0	0	0	0
ASV1225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	170	0	0	0	0
ASV1226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	170	0
ASV1227	11	0	0	0	0	0	0	0	105	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1228	0	0	0	0	0	0	0	0	0	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0
ASV1229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	169	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1230	0	0	0	0	26	51	34	0	0	0	2	37	0	0	4	9	5	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1231	0	0	0	0	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1232	0	0	0	0	0	0	0	0	0	0	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1233	0	0	0	0	0	0	0	0	0	0	0	0	158	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1234	0	0	0	0	0	0	0	0	0	0	0	0	157	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0
ASV1235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	168	0	0	0	0
ASV1236	0	0	72	28	0	0	0	0	15	0	0	14	0	16	0	0	0	0	0	0	4	18	0	0	0	0	0	0	0	0
ASV1237	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	0	0
ASV1238	0	0	0	0	0	0	0	0	0	0	16	0	0	19	0	0	0	0	15	0	83	0	34	0	0	0	0	0	0	0
ASV1239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	0	0	53	0	0	0	0	0
ASV1241	0	0	0	40	0	0	0	0	0	0	0	27	0	0	0	77	0	22	0	0	0	0	0	0	0	0	0	0	0	0
ASV1242	0	0	0	0	0	0	0	0	0	0	0	0	46	41	0	0	0	0	26	0	0	0	39	0	0	0	0	14	0	0
ASV1243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	87	0	0	65	0	0	0	0	0
ASV1244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	166	0	0	0	0	0
ASV1245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	166	0	0	0	0	0
ASV1246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	0	97	0	0	0
ASV1247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	166	0	0	0	0
ASV1248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	166	0	0	0	0
ASV1249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	166	0	0	0
